,name,latitude_radian,longitude_radian,num_links,links,num_categories,categories,latitude_degrees,longitude_degrees
164649,"BLAT, MARJAYOUN",0.5826975633255513,0.6213469099836035,19,nahiya; Safad; List of sovereign states; Districts of Lebanon; akçe; Nabatieh Governorate; Tibnin; barley; Liwa (Arabic); Eastern European Summer Time; Lebanon; Columbia University; Telephone numbers in Lebanon; Governorates of Lebanon; Ottoman empire; wheat; Eastern European Time; Marjeyoun District; Marjeyoun,2,POPULATED PLACES IN NABATIEH GOVERNORATE; MARJEYOUN DISTRICT,33.38611111111111,35.60055555555556
201920,POELDIJK,0.90800754335005,0.07368683139183838,5,"Netherlands; Westland, municipality of the Netherlands; List of sovereign states; The Hague; South Holland",1,POPULATED PLACES IN SOUTH HOLLAND,52.025,4.2219444444444445
324289,OTTO H. BARING HOUSE,0.5199287360322997,-1.6650538026762127,7,"American Craftsman; National Register of Historic Places listings in Harris County, Texas; Texas; Houston, Texas; National Register of Historic Places; Bungalow; Houston",6,HOUSES IN HOUSTON; BUNGALOW ARCHITECTURE IN TEXAS; HOUSES COMPLETED IN 1921; NATIONAL REGISTER OF HISTORIC PLACES IN HOUSTON; 1921 ESTABLISHMENTS IN TEXAS; HOUSES ON THE NATIONAL REGISTER OF HISTORIC PLACES IN TEXAS,29.789722222222224,-95.40055555555557
33625,JOHN HERSEY HIGH SCHOOL,0.7348514890049681,-1.5351819137805902,85,"Jeff Joniak; Academy Award; A Nightmare on Elm Street (2010 film); Suburb; Mount Prospect, Illinois; Golden Globe; John Hersey; bowling; NBA; Arlington Heights, Illinois; Everybody Hates Chris; Georgia Tech; WIND (AM); Supernatural (U.S. TV series); basketball; diving; public high school; Buffalo Grove High School; white; Children of a Lesser God (film); Midnight Caller; NFL; Archery; Brian Gregory; High school football; Mid-Suburban League; University of Illinois; NAACP Image Award; Rolling Meadows High School; Prospect Heights, Illinois; MacArthur Middle School; No Child Left Behind Act; Don Caneva; Competitive dance; Des Plaines, Illinois; YouTube; River Trails Middle School; softball; Chicago Bulls; Orange (color); Illinois; Public high school; John Philip Sousa Foundation; boxing; Chicago Bears; volleyball; baseball; WBBM (AM); Cross country running; Steve Chen; Marlee Matlin; Brown; cheerleading; water polo; Top Rank Boxing; Jim Michaels; Prospect High School (Illinois); Amy Jacobson; Township High School District 214; Safety (American football position); Illinois High School Association; golf; Wheeling High School; Tom Nelson (American football); Elk Grove High School (Elk Grove Village, Illinois); Forest View High School; Deaf Academic Bowl; soccer; Tennis; Arlington High School (Arlington Heights, Illinois); Reasonable Doubts; Chicago; Scholastic wrestling; Thomas Middle School; gymnastics; badminton; Adequate Yearly Progress; tennis; Prairie State Achievement Examination; ACT (examination); Special Olympics; track & field; Swimming (sport); Husky; Dave Corzine",2,"SCHOOLS IN ARLINGTON HEIGHTS, ILLINOIS; PUBLIC HIGH SCHOOLS IN COOK COUNTY, ILLINOIS",42.10388888888889,-87.95944444444446
83343,"ALPINE, VIRGINIA",0.6559238217203357,-1.389374199186897,11,"U.S. state; Federal Information Processing Standard; List of sovereign states; United States Census, 2000; List of counties in Virginia; ZIP code; Geographic Names Information System; Botetourt County, Virginia; Virginia; Unincorporated area; Eastern Time Zone",2,"UNINCORPORATED COMMUNITIES IN VIRGINIA; UNINCORPORATED COMMUNITIES IN BOTETOURT COUNTY, VIRGINIA",37.58166666666667,-79.60527777777777
230415,"DĘBIANY, KAZIMIERZA COUNTY",0.8781236280464582,0.3589221125358228,11,"Kazimierza Wielka; Kazimierza County; Powiat; Czarnocin, Świętokrzyskie Voivodeship; Kielce; Świętokrzyskie Voivodeship; Voivodeships of Poland; village; Gmina; Gmina Czarnocin, Świętokrzyskie Voivodeship; Countries of the world",1,VILLAGES IN KAZIMIERZA COUNTY,50.31277777777778,20.564722222222223
75958,KARTAZ,0.5629414058203377,0.8661050968917527,12,Iran Standard Time; Provinces of Iran; Rural Districts of Iran; Iran; Khuzestan Province; Andika County; Bakhsh; List of countries; Shalal and Dasht-e Gol Rural District; Counties of Iran; Iran Daylight Time; Central District (Andika County),1,POPULATED PLACES IN ANDIKA COUNTY,32.25416666666666,49.62416666666667
5498,"BIELICE, WARMIAN-MASURIAN VOIVODESHIP",0.933528135523656,0.3383223792254786,12,"Warmian-Masurian Voivodeship; Olsztyn; Nowe Miasto County; Powiat; Biskupiec, Nowe Miasto County; Poland; Nowe Miasto Lubawskie; Voivodeships of Poland; Gmina Biskupiec, Nowe Miasto County; village; Gmina; Countries of the world",1,VILLAGES IN NOWE MIASTO COUNTY,53.48722222222223,19.384444444444444
27801,"CENTER HILL, TEXAS",0.5476891674126317,-1.662377631156488,3,"United States; Texas; Houston County, Texas",2,"UNINCORPORATED COMMUNITIES IN HOUSTON COUNTY, TEXAS; UNINCORPORATED COMMUNITIES IN TEXAS",31.38027777777778,-95.24722222222222
307964,DOMINION PUBLIC BUILDING (HALIFAX),0.7792549534962786,-1.1095412356766108,12,Dominion Public Building; Art Deco; Public Works and Government Services Canada; Canada Post; Edward VIII; Nova Scotia; Dominion Building; Halifax Regional Municipality; post office; Government of Nova Scotia; List of buildings in the Halifax Regional Municipality; City of Halifax,4,"BUILDINGS AND STRUCTURES IN HALIFAX, NOVA SCOTIA; ART DECO ARCHITECTURE IN CANADA; GOVERNMENT BUILDINGS IN CANADA; GOVERNMENT BUILDINGS COMPLETED IN 1936",44.648019999999995,-63.57203
19038,"ELKRUN TOWNSHIP, COLUMBIANA COUNTY, OHIO",0.7117501171000986,-1.4082189069716249,24,"Federal Information Processing Standard; Wayne Township, Columbiana County, Ohio; List of sovereign states; North American Eastern Time Zone; Civil township; United States Census Bureau; Ohio Revised Code; United States Geological Survey; U.S. state; Unity Township, Columbiana County, Ohio; Middleton Township, Columbiana County, Ohio; Lisbon, Ohio; civil township; Geographic Names Information System; Ohio; List of counties in Ohio; Columbiana County, Ohio; Madison Township, Columbiana County, Ohio; 2010 United States Census; Fairfield Township, Columbiana County, Ohio; St. Clair Township, Columbiana County, Ohio; Salem Township, Columbiana County, Ohio; Elkton, Ohio; Center Township, Columbiana County, Ohio",2,"1806 ESTABLISHMENTS IN OHIO; TOWNSHIPS IN COLUMBIANA COUNTY, OHIO",40.780277777777776,-80.685
372039,WALK LIKE A RIVER,0.751689514178489,-1.5339624328396746,14,"public art; Milwaukee; Greater Milwaukee Foundation; Mineral Point, Wisconsin; Bay View Series; University of Wisconsin-Madison; Peter Flanary; Urban Ecology Center; Riverwest Currents; Milwaukee Arts Board; Environmental art; Parks of Milwaukee; Wisconsin; Float (sculpture)",5,2006 SCULPTURES; BRONZE SCULPTURES IN WISCONSIN; 2000S ESTABLISHMENTS IN WISCONSIN; GRANITE SCULPTURES IN WISCONSIN; OUTDOOR SCULPTURES IN MILWAUKEE,43.06863666666667,-87.88957333333335
331229,QUAIL FIELD,0.7968275004855013,-2.069780626989583,5,"Oregon; Umatilla County, Oregon; United States; Pendleton, Oregon; airport",1,"AIRPORTS IN UMATILLA COUNTY, OREGON",45.65485277777778,-118.58969444444445
138666,"ANDERSON HOUSE (HAYMAKERTOWN, VIRGINIA)",0.6540960741425528,-1.3956913214517543,4,"National Register of Historic Places; Botetourt County, Virginia; Central-passage house; Haymakertown, Virginia",5,"HOUSES ON THE NATIONAL REGISTER OF HISTORIC PLACES IN VIRGINIA; NATIONAL REGISTER OF HISTORIC PLACES IN BOTETOURT COUNTY, VIRGINIA; HOUSES IN BOTETOURT COUNTY, VIRGINIA; FEDERAL ARCHITECTURE IN VIRGINIA; HOUSES COMPLETED IN 1828",37.47694444444445,-79.96722222222222
407181,KALBADEVI,0.3308271597155251,1.2712105606900697,17,"States and territories of India; Parsi; Brihanmumbai Municipal Corporation; Postal Index Number; Parsis; Mumbai; Bhuleshwar; Princess Street (Mumbai); The Times of India; India; Mahim; Jama Masjid, Mumbai; Marathi language; Hindu; Metro BIG Cinemas; Indian Standard Time; Maharashtra",1,NEIGHBOURHOODS IN MUMBAI,18.955,72.83499999999998
250068,SILENT SAM,0.6268166748966175,-1.3797242252712525,22,"North Carolina; John A. Wilson (sculptor); United Daughters of the Confederacy; Martin Luther King, Jr; Martin Luther King, Jr. Day; American Civil War; Confederate States Army; John Beecher; Daniel A. Bean; Franklin Street (Chapel Hill); Rodney King; Anglo Saxon; Julian Carr (industrialist); Los Angeles, California; Chapel Hill, North Carolina; Chestnut Hill, Massachusetts; Black Student Movement; Unite the Right rally; Confederate States of America; University of North Carolina at Chapel Hill; John Wilson (sculptor); Daily Tar Heel",7,CONFEDERATE STATES OF AMERICA MONUMENTS AND MEMORIALS IN NORTH CAROLINA; UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL LANDMARKS; UNITED DAUGHTERS OF THE CONFEDERACY; 1913 ESTABLISHMENTS IN NORTH CAROLINA; BRONZE SCULPTURES IN NORTH CAROLINA; 1913 SCULPTURES; SCULPTURES OF MEN IN NORTH CAROLINA,35.91395,-79.05237500000001
125779,"ELABBIN, WESTERN AUSTRALIA",-0.5448394325950698,2.061809805258461,14,"Western Australia; Merredin, Western Australia; Dowerin, Western Australia; Division of Durack; Selection (Australian history); Mukinbudin, Western Australia; Perth; Sunday Times; Nungarin, Western Australia; Electoral district of Central Wheatbelt; CBH Group; CBH class; Shire of Nungarin; Wheatbelt (Western Australia)",2,WHEATBELT (WESTERN AUSTRALIA); TOWNS IN WESTERN AUSTRALIA,-31.217,118.13299999999998
230267,GOODWIN PARK,-0.4801158365395846,2.670596162391879,5,"Queensland Government; Brisbane; 2010–2011 Queensland floods; Yeronga, Queensland; Olympic FC",3,SPORTS VENUES IN BRISBANE; SOCCER VENUES IN AUSTRALIA; RUGBY LEAGUE STADIUMS IN AUSTRALIA,-27.508611111111115,153.01388888888889
29706,FALATYCZE,0.9113527577497056,0.39851684587203856,12,Masovian Voivodeship; Powiat; Łosice; Warsaw; Platerów; Poland; Voivodeships of Poland; village; Gmina; Gmina Platerów; Countries of the world; Łosice County,1,VILLAGES IN ŁOSICE COUNTY,52.21666666666666,22.833333333333332
342994,NANTYR SHORES SECONDARY SCHOOL,0.7732778213697098,-1.388506382697711,30,"Innisfil, Ontario; Postal codes in Canada; Flag Football; Basketball; Wrestling; Rugby football; Football (soccer); Ultimate Frisbee; Alcona, Town of Innisfil, Ontario; List of high schools in Ontario; Mountain Biking; secondary school; Fraser Institute; XC Cycling; Golf; Hockey; Volleyball; Public school (government funded); Canadian football; Canada; Baseball; Simcoe County District School Board; Curling; Swimming (sport); Simcoe County; Track and Field; Education in Canada#Levels in education; Ontario; Softball; Cross country running",3,EDUCATIONAL INSTITUTIONS ESTABLISHED IN 2000; 2000 ESTABLISHMENTS IN ONTARIO; HIGH SCHOOLS IN SIMCOE COUNTY,44.30555555555555,-79.55555555555556
229359,MOSESETJANE,-0.4204672700979539,0.5050808322346391,16,Tshamahansi; Northern Ndebele language; Masodi; Ga-Magongoa; Mogalakwena Platinum Mine; Sandsloot; Mapela; Limpopo province; Northern Sotho; Ga-Mokaba; platinum; Moshate; Waterberg District Municipality; South Africa; Mokopane; Ga-Madiba,1,POPULATED PLACES IN THE MOGALAKWENA LOCAL MUNICIPALITY,-24.091,28.939000000000004
246814,OUDE PEKELA,0.9268134660402888,0.12228940292306935,11,Groningen (province); Pekela; 2012 Energiewacht Tour; Jewish cemetery; Netherlands; water tower; Village; Winschoten; 2013 Energiewacht Tour; Nieuwe Pekela; Frans Kokshoorn,3,POPULATED PLACES IN GRONINGEN (PROVINCE); FORMER MUNICIPALITIES OF GRONINGEN (PROVINCE); PEKELA,53.1025,7.006666666666666
151195,FOTADREVO,-0.4197516851046363,0.785689051606114,15,Mahafaly; onions; digital elevation model; Shuttle Radar Topography Mission; Atsimo-Andrefana Region; Madagascar; Ampanihy District; rice; Cornell University; Districts of Madagascar; census; cassava; Regions of Madagascar; peanut; East Africa Time,1,POPULATED PLACES IN ATSIMO-ANDREFANA,-24.05,45.016666666666666
399649,WYNNE'S FOLLY,0.6195967325947981,-1.3269398933336112,5,"Plantation house in the Southern United States; Greek Revival architecture; National Register of Historic Places; Engelhard, North Carolina; Hyde County, North Carolina",6,"NATIONAL REGISTER OF HISTORIC PLACES IN HYDE COUNTY, NORTH CAROLINA; GREEK REVIVAL HOUSES IN NORTH CAROLINA; HOUSES ON THE NATIONAL REGISTER OF HISTORIC PLACES IN NORTH CAROLINA; HOUSES IN HYDE COUNTY, NORTH CAROLINA; PLANTATION HOUSES IN NORTH CAROLINA; HOUSES COMPLETED IN 1848",35.500277777777775,-76.02805555555557
153190,MAKHEKA,-0.5177325300568735,0.4862050963743204,7,Districts of Lesotho; Central Africa Time; Maseru District; GeoNames; Lesotho; GTOPO30; Community councils of Lesotho,2,MASERU DISTRICT; POPULATED PLACES IN LESOTHO,-29.663888888888888,27.857500000000005
148908,KÖK-JANGGAK,0.7164188728491834,1.2758841645759658,11,Jalal-Abad Region; Suzak District; Civil War in Russia; town; first five-year plan; basmachi; Regions of Kyrgyzstan; Jalal-Abad; October Revolution; Countries of the world; Kyrgyzstan,1,POPULATED PLACES IN JALAL-ABAD REGION,41.04777777777777,73.10277777777777
270763,FRASERBURG,-0.5570121345003679,0.375454259061658,41,"Köppen climate classification; Williston, Northern Cape; Magistrate's court (South Africa); Lister Blackstone; Corbel; ostrich; San people; Trekboers; Sutherland, Northern Cape; Victorian architecture; Anglo-Boer War; Karoo; Volksblad; A.G. Visser; Gunpowder magazine; South African Astronomical Observatory; Loxton, Northern Cape; Permian Period; Calvinia; Northern Cape; Bradysaurus; Dinocephalia; Economy of the Western Cape#Early history; Pareiasaurus; Southern African Large Telescope; HWA Cooper; Therapsida; paleontological; Beaufort West; Nuweveld Mountains; Karoo Hoogland Local Municipality; Pareiasaur; Diictodon; Desert climate; Leeu-Gamka; Carnarvon, Northern Cape; Nederduits Gereformeerde Kerk; Leeu Gamka; Griqua people; Struthiocephalus; sea level",4,KAROO; POPULATED PLACES IN THE KAROO HOOGLAND LOCAL MUNICIPALITY; POPULATED PLACES ESTABLISHED IN 1851; 1851 ESTABLISHMENTS IN THE CAPE COLONY,-31.914444444444435,21.51194444444445
380998,MALINE PRI ŠTREKLJEVCU,0.7975898215176778,0.26563382768441285,8,Statistical regions of Slovenia; Southeast Slovenia Statistical Region; Štrekljevec; Slovenia; village; Municipalities of Slovenia; Municipality of Semič; Lower Carniola,1,POPULATED PLACES IN THE MUNICIPALITY OF SEMIČ,45.69853055555555,15.219697222222221
181794,"WHITEHALL, OHIO",0.6974965948754783,-1.4465725172841999,46,"List of sovereign states; Columbus, Ohio; Race (U.S. Census); Defense Supply Center, Columbus; Minerva Park, Ohio; 338th Army Band (United States); African American (U.S. Census); Domenik Hixon; Franklin County, Ohio; Native American (U.S. Census); U.S. state; population density; Latino (U.S. Census); National Road; Valleyview, Ohio; Geographic Names Information System; Big Walnut Creek; Columbus Country Club; List of counties in Ohio; Enclave and exclave; Pacific Islander (U.S. Census); Marriage; Area code 614; Federal Information Processing Standard; Whitehall-Yearling High School; Keiwan Ratliff; North American Eastern Time Zone; Bexley, Ohio; United States Air Force; ZIP code; United States Census Bureau; City; United States Geological Survey; White (U.S. Census); Asian (U.S. Census); Race (United States Census); poverty line; Jason Thomas; Port Columbus International Airport; Carnegie Hero Fund; Hispanic (U.S. Census); census; per capita income; Ohio; 2010 United States Census; Monica Day",3,"CITIES IN OHIO; CITIES IN FRANKLIN COUNTY, OHIO; ENCLAVES IN THE UNITED STATES",39.96361111111111,-82.88249999999998
56318,"CAAN, GERMANY",0.8809500918073268,0.13283410048720173,18,Rhineland-Palatinate; Ransbach-Baumbach (Verbandsgemeinde); InterCityExpress; Kannenbäckerland; interchange (road); Hachenburg; Cologne-Frankfurt high-speed rail line; Bundesautobahn 48; railway station; Plurality voting system; Westerwaldkreis; Koblenz; Verbandsgemeinde; Westerwald; Siegen; Bundesstraße; Höhr-Grenzhausen; Germany,2,MUNICIPALITIES IN RHINELAND-PALATINATE; WESTERWALDKREIS,50.474722222222226,7.610833333333332
337779,PEKIN MUNICIPAL AIRPORT,0.7066547253116375,-1.5651385511363487,19,"elevation; The National Map; United States; mean sea level; runway; asphalt; Tazewell County, Illinois; ultralight; USGS; general aviation; airport; National Plan of Integrated Airport Systems; aircraft engine; Federal Aviation Administration; air taxi; Illinois; Pekin, Illinois; FAA airport categories; central business district",2,"TRANSPORTATION BUILDINGS AND STRUCTURES IN TAZEWELL COUNTY, ILLINOIS; AIRPORTS IN ILLINOIS",40.48833333333334,-89.67583333333336
319026,"TORKAMAN, WEST AZERBAIJAN",0.653451271946677,0.7890633548266364,13,West Azerbaijan Province; Central District (Urmia County); Urmia County; Romanize; List of countries; Counties of Iran; Iran Daylight Time; Iran Standard Time; Provinces of Iran; Torkaman Rural District; Rural Districts of Iran; Iran; Bakhsh,1,POPULATED PLACES IN URMIA COUNTY,37.44,45.21
214083,KOPEYSK,0.9616764178488756,1.0754137074371726,16,satellite city; proppant; City of federal subject significance; Russia; Chelyabinsk Oblast; Sergey Kirov; subdivisions of Russia#Administrative divisions; Metro Cash and Carry; subdivisions of Russia#Municipal divisions; Chelyabinsk; Metro AG; types of inhabited localities in Russia; Coal; administrative divisions of Chelyabinsk Oblast; plastic film; vegetable oils,1,CITIES AND TOWNS IN CHELYABINSK OBLAST,55.1,61.61666666666666
48633,WILDWOOD MIDDLE HIGH SCHOOL,0.5036531529065077,-1.4317337279837443,6,"Wildwood, Florida; full-time equivalent; Education in the United States#School grades; Public school (government funded); Florida; Sumter District Schools",4,"PUBLIC HIGH SCHOOLS IN FLORIDA; SCHOOLS IN SUMTER COUNTY, FLORIDA; PUBLIC MIDDLE SCHOOLS IN FLORIDA; EDUCATIONAL INSTITUTIONS WITH YEAR OF ESTABLISHMENT MISSING",28.857200000000002,-82.03229999999999
322640,MYYRMÄKI RAILWAY STATION,1.0517596479358384,0.4338015855831906,14,Louhela railway station; Helsinki commuter rail; VR Group; Malminkartano railway station; side platforms; Vantaankoski railway station; Helsinki Central railway station; Helsinki Regional Transport Authority; Finnish language; Finland; Swedish language; Vantaa; Myyrmanni; Helsinki,2,RAILWAY STATIONS OPENED IN 1975; RAILWAY STATIONS IN VANTAA,60.26138888888889,24.855
137909,"CZERNICA, JELENIA GÓRA COUNTY",0.8897203712985983,0.2742639475404756,10,Powiat; Jeżów Sudecki; Gmina Jeżów Sudecki; Jelenia Góra; Voivodeships of Poland; Lower Silesian Voivodeship; Jelenia Góra County; Gmina; Wrocław; Countries of the world,1,VILLAGES IN JELENIA GÓRA COUNTY,50.977222222222224,15.714166666666667
357471,AQCHA,0.6442252675951625,1.1551607098428804,20,Uzbeks; Afghan carpet; Afghanistan; Afghan Turkestan; Amu Darya; Turkic languages; Jowzjan Province; Sheberghan; Persian alphabet; Ethnic group; Turkmen rug; United Nations High Commissioner for Refugees; Aqcha District; khanate; Bukhara; Mazar-i-Sharif; Turkmen people; Immigration and Refugee Board of Canada; Provinces of Afghanistan; Dost Mohammad Khan (Emir of Afghanistan),1,POPULATED PLACES IN JOWZJAN PROVINCE,36.91138888888889,66.18583333333335
267404,STANLEY (NEIGHBORHOOD),0.5451414967287125,0.522664762649094,7,Alexandria Governorate; List of cities and towns in Egypt; Corniche (Alexandria); Governorates of Egypt; Egypt Standard Time; Alexandria; Alexandria#Neighbourhoods,1,NEIGHBOURHOODS OF ALEXANDRIA,31.234306999999998,29.946484999999996
259882,WĘGIERKA,0.8709192967451703,0.3935717463247213,10,Powiat; Gmina Roźwienica; Subcarpathian Voivodeship; Jarosław; Voivodeships of Poland; Jarosław County; Rzeszów; village; Gmina; Countries of the world,1,VILLAGES IN JAROSŁAW COUNTY,49.89999999999999,22.55
369888,"WESTMORELAND, TENNESSEE",0.6381166152131823,-1.5052979984769979,29,"List of sovereign states; List of counties in Tennessee; Tennessee; African American (U.S. Census); Native American (U.S. Census); U.S. state; population density; Latino (U.S. Census); Town; Cumbria; Geographic Names Information System; Sumner County, Tennessee; Pacific Islander (U.S. Census); Area code 615; Marriage; Federal Information Processing Standard; ZIP code; United States Census Bureau; Westmorland; United States Geological Survey; White (U.S. Census); Asian (U.S. Census); Race (United States Census); poverty line; Hispanic (U.S. Census); census; North American Central Time Zone; per capita income; 2010 United States Census",3,"NASHVILLE METROPOLITAN AREA; TOWNS IN TENNESSEE; TOWNS IN SUMNER COUNTY, TENNESSEE",36.561388888888885,-86.2472222222222
122439,PA-YE ASTAN,0.5835944686356039,0.8270048735102686,13,Kuhdasht County; Romanize; List of countries; Lorestan Province; Counties of Iran; Iran Daylight Time; Kunani District; Iran Standard Time; Provinces of Iran; Kunani Rural District; Rural Districts of Iran; Iran; Bakhsh,1,POPULATED PLACES IN KUHDASHT COUNTY,33.4375,47.38388888888889
264924,ORAK ISLAND (MUĞLA),0.6452967058304145,0.4816817847295684,8,ilçe; İlçe; Turkey; Bodrum; Aegean Sea; Gulf of Gökova; Turkish language; Muğla Province,4,BODRUM DISTRICT; LANDFORMS OF MUĞLA PROVINCE; ISLANDS OF TURKEY; AEGEAN ISLANDS,36.97277777777778,27.598333333333336
8067,"GREENSBORO, ALABAMA",0.5707614504966345,-1.5288405508316771,84,"U.S. Route 80; William C. Gorgas; county seat; Hedgemon Lewis; Thomaston, Alabama; Area code 334; Greensboro Historic District (Greensboro, Alabama); NFL; Köppen Climate Classification; Central Time Zone (North America); University of Alabama; defensive back; McGehee-Stringfellow House; United States House of Representatives; Tuscaloosa, Alabama; humid subtropical climate; Anthony Bryant (American football); John Gayle (Alabama); Civil Rights Movement; Boxing; Payne House (Greensboro, Alabama); Ku Klux Klan; William Burns Paterson; Alabama State University; Alabama Attorney General; United States Census Bureau; Alfred Chapman; City; Orange, California; linebacker; Brent, Alabama; Eugene Sawyer; Hale County, Alabama; Thomas E. Knight; electric blues; Talladega National Forest; Nathanael Greene; American Revolutionary War; Little Sonny; Bob Wiggins; 2010 United States Census; Andrew Killgore; Millwood (Greensboro, Alabama); United States Ambassador to Australia; Demopolis, Alabama; List of counties in Alabama; Medal of Honor; Henry Williams (American football); Alabama; Glencairn (Greensboro, Alabama); U.S. Census Bureau; Tuscaloosa metropolitan area; Lamanzer Williams; List of Lieutenant Governors of Alabama; Qatar; Geographic Names Information System; Negro American League; Eutaw, Alabama; Linden, Alabama; Arena Football League; Alabama State Route 25; Alabama State Route 69; Grady Jackson; Federal Information Processing Standard; Richmond Pearson Hobson; ZIP code; Israel Pickens; National Register of Historic Places; Magnolia Grove (Greensboro, Alabama); Scott Burton; Race (United States Census); Surgeon General of the United States; Foreign Service Officer; Marion, Alabama; Barry Wagner; wide receiver; defensive tackle; Thomas Seay; Armistead I. Selden, Jr.; defensive end; Amelia Gayle Gorgas; Tullibody Academy; Pete Jarman; Alabama State Route 14",6,"CITIES IN ALABAMA; 1823 ESTABLISHMENTS IN ALABAMA; TUSCALOOSA METROPOLITAN AREA; CITIES IN HALE COUNTY, ALABAMA; COUNTY SEATS IN ALABAMA; POPULATED PLACES ESTABLISHED IN 1823",32.702222222222225,-87.5961111111111
45922,BEDFORD CENTER HISTORIC DISTRICT,0.7416340324036904,-1.2440900833688024,6,"Concord, Massachusetts; Bedford, Massachusetts; National Register of Historic Places; Billerica, Massachusetts; colonial meeting house; National Register of Historic Places listings in Middlesex County, Massachusetts",4,"HISTORIC DISTRICTS IN MIDDLESEX COUNTY, MASSACHUSETTS; HISTORIC DISTRICTS ON THE NATIONAL REGISTER OF HISTORIC PLACES IN MASSACHUSETTS; BUILDINGS AND STRUCTURES IN BEDFORD, MASSACHUSETTS; NATIONAL REGISTER OF HISTORIC PLACES IN MIDDLESEX COUNTY, MASSACHUSETTS",42.4925,-71.28111111111112
271065,"BERNSTADT, KENTUCKY",0.6484964761257375,-1.4694751155798147,15,"Federal Information Processing Standard; List of sovereign states; Kentucky; United States Census, 2000; London, Kentucky; ZIP code; National Register of Historic Places; unincorporated area; First Evangelical Reformed Church; U.S. state; Laurel County, Kentucky; Geographic Names Information System; Unincorporated area; List of counties in Kentucky; Eastern Time Zone",2,"UNINCORPORATED COMMUNITIES IN LAUREL COUNTY, KENTUCKY; UNINCORPORATED COMMUNITIES IN KENTUCKY",37.15611111111111,-84.19472222222223
302135,KANAVI,0.26726808612206504,1.3189162269112482,12,States and territories of India; Kannada; Karnataka; Lakkundi; Lakshmeshwar; Gadag district; Gadag; Postal Index Number; Indian Standard Time; Karnataka State; Dambal; List of districts of India,1,VILLAGES IN GADAG DISTRICT,15.313333333333336,75.56833333333333
396055,SA KAEO,0.2412141988992385,1.7812636420381684,8,Cambodia; Provinces of Thailand; Sa Kaeo Refugee Camp; Sa Kaeo Province; Amphoe Mueang Sa Kaeo; thesaban mueang; Thailand; tambon,1,POPULATED PLACES IN SA KAEO PROVINCE,13.820555555555554,102.0588888888889
311301,"OAK CREEK HILLS, CALIFORNIA",0.6756896754991715,-2.113191328809812,5,"United States; California; unincorporated area; Unincorporated area; El Dorado County, California",2,"UNINCORPORATED COMMUNITIES IN CALIFORNIA; UNINCORPORATED COMMUNITIES IN EL DORADO COUNTY, CALIFORNIA",38.71416666666667,-121.07694444444444
412840,KAZZAZ,0.5934507307725608,0.8627647306289079,13,Romanize; List of countries; Counties of Iran; Iran Daylight Time; Markazi Province; Shazand County; Iran Standard Time; Provinces of Iran; Rural Districts of Iran; Iran; Zalian District; Pol-e Doab Rural District; Bakhsh,1,POPULATED PLACES IN SHAZAND COUNTY,34.00222222222222,49.43277777777777
153951,"JIMTOWN, WISCONSIN",0.7566584083812751,-1.5819373451867935,10,"U.S. state; List of sovereign states; Richland County, Wisconsin; Akan, Wisconsin; Area code 608; Geographic Names Information System; Central Time Zone; Wisconsin; Unincorporated area; List of counties in Wisconsin",2,"UNINCORPORATED COMMUNITIES IN WISCONSIN; UNINCORPORATED COMMUNITIES IN RICHLAND COUNTY, WISCONSIN",43.35333333333334,-90.63833333333332
